N,P,K,temperature,humidity,ph,rainfall,label
14.659,8.088,15.298,25.275,67.52,6.512,900,Malabar Spinach
15.91,7.878,14.673,25.269,71.654,6.508,898,Malabar Spinach
13.404,7.836,14.419,24.949,68.509,6.499,898,Malabar Spinach
14.659,8.774,15.308,24.99,71.114,6.504,899,Malabar Spinach
13.58,7.603,13.021,25.498,69.603,6.498,900,Malabar Spinach
16.013,7.417,14.742,24.859,69.385,6.503,900,Malabar Spinach
15.168,8.616,16.316,25.076,72.057,6.495,900,Malabar Spinach
13.619,8.037,14.703,25.302,72.405,6.491,901,Malabar Spinach
16.298,7.091,14.924,24.97,68.027,6.502,901,Malabar Spinach
13.797,7.045,16.944,24.713,68.485,6.497,901,Malabar Spinach
13.808,7.481,16.712,24.9,68.2,6.512,899,Malabar Spinach
15.789,8.425,14.591,25.205,70.305,6.508,901,Malabar Spinach
14.302,7.074,13.887,25.309,71.19,6.499,898,Malabar Spinach
14.045,8.561,13.283,25.428,71.134,6.494,899,Malabar Spinach
15.541,7.66,13.779,25.265,71.448,6.492,900,Malabar Spinach
13.813,8.565,14.369,25.312,71.894,6.509,898,Malabar Spinach
16.549,8.242,16.356,24.919,71.916,6.512,901,Malabar Spinach
14.358,8.308,13.754,25.153,71.291,6.507,899,Malabar Spinach
16.076,7.847,16.368,24.643,72.016,6.501,898,Malabar Spinach
16.23,7.468,13.22,24.618,67.691,6.511,899,Malabar Spinach
15.146,8.348,15.17,25.24,69.97,6.49,900,Malabar Spinach
15.269,7.433,13.828,25.111,69.814,6.504,898,Malabar Spinach
13.047,8.451,14.058,24.562,69.762,6.503,900,Malabar Spinach
16.13,8.361,14.528,25.222,69.342,6.504,898,Malabar Spinach
25.577,15.11,21.292,29.904,77.472,6.243,898,Jute
26.199,14.203,21.13,29.742,77.369,6.254,900,Jute
23.244,14.814,21.628,29.92,77.352,6.246,899,Jute
24.785,15.961,20.693,29.828,74.84,6.238,900,Jute
26.08,15.967,19.452,30.165,74.352,6.25,900,Jute
24.448,15.491,20.299,30.177,76.848,6.258,899,Jute
25.853,15.983,18.763,29.557,76.684,6.245,900,Jute
25.944,15.023,20.348,29.667,74.122,6.248,899,Jute
26.4,14.055,21.999,30.259,73.359,6.247,899,Jute
23.693,15.562,21.857,29.586,75.997,6.26,899,Jute
26.533,15.794,19.522,30.2,73.924,6.251,901,Jute
23.241,15.475,20.364,29.538,76.028,6.251,898,Jute
23.908,14.677,18.254,30.364,77.357,6.243,901,Jute
25.43,15.188,20.232,29.957,74.937,6.243,900,Jute
26.282,14.382,20.585,29.901,74.934,6.26,900,Jute
23.914,14.763,21.254,30.235,77.299,6.241,899,Jute
24.295,14.653,18.016,30.289,74.323,6.252,900,Jute
23.781,15.388,19.737,29.996,77.464,6.249,900,Jute
26.692,15.271,19.563,29.537,75.144,6.245,899,Jute
23.721,14.92,19.919,29.558,75.834,6.243,901,Jute
25.997,15.475,19.072,30.346,73.105,6.253,901,Jute
23.957,15.234,21.353,30.338,75.432,6.242,900,Jute
26.412,14.404,19.962,30.19,73.735,6.243,900,Jute
24.767,14.208,20.653,30.192,76.49,6.242,901,Jute
24.88,14.178,20.649,29.547,74.828,6.256,898,Jute
23.849,15.38,20.113,29.591,74.905,6.247,898,Jute
25.857,15.919,21.261,29.542,72.831,6.239,900,Jute
23.504,14.756,18.02,29.654,77.085,6.246,900,Jute
26.133,15.26,18.052,30.355,74.231,6.248,900,Jute
24.717,15.187,20.318,30.137,73.756,6.24,898,Jute
24.228,14.682,18.117,29.724,75.533,6.245,898,Jute
25.393,14.833,18.313,29.613,75.25,6.243,899,Jute
24.937,15.182,21.984,30.107,75.671,6.261,898,Jute
23.858,14.476,21.95,29.658,74.669,6.255,899,Jute
23.646,14.15,21.473,30.083,74.412,6.244,898,Jute
24.101,14.771,19.159,30.08,76.357,6.251,899,Jute
24.176,14.206,20.803,30.361,75.567,6.241,901,Jute
26.548,15.943,21.586,29.586,76.658,6.254,898,Jute
24.586,15.193,19.914,30.263,76.321,6.253,900,Jute
23.599,15.866,20.542,29.961,76.786,6.258,899,Jute
25.672,15.687,21.922,30.013,74.603,6.26,901,Jute
24.997,15.616,20.264,29.671,75.446,6.262,901,Jute
23.533,15.709,19.237,29.614,73.377,6.239,900,Jute
26.139,14.024,20.631,29.591,75.45,6.259,898,Jute
23.479,15.066,21.047,29.944,74.553,6.246,901,Jute
26.936,15.242,18.965,29.92,76.596,6.258,901,Jute
24.001,14.03,21.253,29.642,77.191,6.258,901,Jute
26.36,15.172,21.934,30.04,73.06,6.251,900,Jute
25.133,14.241,20.559,30.178,72.515,6.241,899,Jute
25.679,14.733,19.537,29.564,77.066,6.243,899,Jute
26.144,14.546,19.787,30.31,76.821,6.243,898,Jute
23.039,15.58,21.185,30.235,74.157,6.242,900,Jute
23.386,15.095,21.161,30.493,75.637,6.259,899,Jute
25.727,14.77,19.819,30.436,73.687,6.262,898,Jute
23.859,15.921,19.248,29.564,73.954,6.241,899,Jute
23.533,15.988,20.164,30.159,75.754,6.242,901,Jute
26.658,15.339,21.799,29.792,74.417,6.247,901,Jute
26.759,15.9,18.57,29.784,76.212,6.252,899,Jute
25.495,14.895,21.108,29.765,73.415,6.248,899,Jute
24.796,14.877,19.445,29.716,74.505,6.253,901,Jute
24.486,14.313,21.208,30.027,75.056,6.257,901,Jute
24.531,14.582,21.298,29.675,76.543,6.238,898,Jute
26.716,14.516,18.315,30.103,77.068,6.248,900,Jute
25.311,14.868,21.688,30.324,74.204,6.255,898,Jute
23.588,14.369,20.337,30.342,76.443,6.243,899,Jute
26.278,14.139,21.236,29.727,73.585,6.248,898,Jute
25.421,14.621,21.901,30.34,73.569,6.239,898,Jute
26.257,15.909,18.283,29.61,76.148,6.25,901,Jute
24.608,15.326,18.812,30.127,76.147,6.247,901,Jute
23.719,14.672,20.964,30.234,73.469,6.244,899,Jute
26.33,14.423,21.248,30.334,74.302,6.255,899,Jute
24.585,14.744,21.929,30.131,75.931,6.252,900,Jute
24.953,14.622,18.1,29.993,74.573,6.244,899,Jute
24.284,15.728,21.018,30.128,75.066,6.243,898,Jute
24.886,14.01,21.292,29.631,76.579,6.262,901,Jute
23.61,14.379,21.615,30.446,74.756,6.249,899,Jute
25.219,14.186,21.129,29.524,73.338,6.26,899,Jute
23.434,14.49,18.158,30.322,75.217,6.26,901,Jute
23.671,15.904,21.082,29.972,75.551,6.262,901,Jute
25.808,15.442,18.901,30.023,77.18,6.25,901,Jute
23.38,15.579,20.632,30.1,73.561,6.242,898,Jute
23.041,15.635,18.983,30.085,76.939,6.253,900,Jute
23.81,15.091,19.821,29.692,76.03,6.251,901,Jute
24.875,15.767,20.206,30.477,77.499,6.238,900,Jute
24.578,14.674,21.677,29.702,73.213,6.255,898,Jute
26.484,15.166,19.004,30.407,76.597,6.242,898,Jute
26.116,15.793,18.304,29.589,73.922,6.254,899,Jute
25.678,15.563,20.115,29.508,77.062,6.262,899,Jute
23.765,14.347,18.886,29.989,74.841,6.249,898,Jute
25.127,15.615,19.623,30.003,76.455,6.247,898,Jute
25.897,15.946,18.285,29.974,73.597,6.243,900,Jute
26.173,15.768,20.763,30.431,75.077,6.26,901,Jute
24.843,15.49,21.714,29.831,73.883,6.239,899,Jute
25.887,14.25,20.357,30.136,76.762,6.248,899,Jute
25.192,14.384,21.943,30.172,73.712,6.25,900,Jute
24.528,14.174,21.824,29.74,74.953,6.251,898,Jute
24.766,14.264,19.456,29.65,73.376,6.26,899,Jute
26.881,15.428,21.223,29.587,77.071,6.243,901,Jute
24.325,14.838,19.541,29.932,74.56,6.26,898,Jute
26.439,14.147,20.989,30.08,75.954,6.245,899,Jute
29.447,14.022,21.409,29.78,75.431,6.508,650,Bitter Melon
28.284,14.318,19.478,30.115,74.199,6.489,650,Bitter Melon
29.796,15.331,20.699,29.734,74.822,6.493,651,Bitter Melon
28.025,14.78,18.986,30.26,76.864,6.499,649,Bitter Melon
30.012,14.342,19.209,29.895,73.43,6.497,648,Bitter Melon
29.67,14.334,18.473,30.127,75.613,6.499,650,Bitter Melon
31.327,15.729,21.723,29.889,77.196,6.507,650,Bitter Melon
30.89,14.099,18.136,30.133,74.71,6.499,648,Bitter Melon
30.654,15.899,20.841,29.725,76.904,6.489,651,Bitter Melon
29.352,15.808,21.502,30.26,73.272,6.493,651,Bitter Melon
28.656,15.596,21.312,29.764,76.359,6.511,648,Bitter Melon
28.63,14.986,18.39,30.054,76.94,6.494,649,Bitter Melon
29.408,15.388,21.996,30.408,72.842,6.508,648,Bitter Melon
28.585,14.08,18.481,30.497,74.751,6.491,649,Bitter Melon
30.965,14.886,19.598,30.279,77.107,6.505,651,Bitter Melon
31.039,14.012,20.872,29.751,73.747,6.497,649,Bitter Melon
28.782,15.591,19.333,29.827,76.053,6.489,648,Bitter Melon
30.361,14.5,18.524,29.786,72.566,6.498,649,Bitter Melon
28.383,14.991,21.599,30.381,73.815,6.498,648,Bitter Melon
29.192,14.094,19.04,30.227,76.574,6.488,649,Bitter Melon
28.128,14.027,19.64,29.856,75.981,6.508,650,Bitter Melon
29.892,14.478,19.3,29.52,75.003,6.499,649,Bitter Melon
31.796,15.356,18.286,29.623,73.223,6.503,651,Bitter Melon
28.87,14.467,19.804,30.366,77.24,6.494,650,Bitter Melon
29.217,14.645,21.682,30.422,75.792,6.51,650,Bitter Melon
29.087,14.076,18.063,30.072,77.227,6.499,648,Bitter Melon
31.151,15.376,21.825,29.881,72.948,6.498,651,Bitter Melon
29.429,15.249,20.2,30.178,75.35,6.504,648,Bitter Melon
28.082,15.931,20.533,29.976,75.286,6.506,650,Bitter Melon
28.376,15.728,18.002,29.548,73.711,6.491,650,Bitter Melon
29.323,15.1,18.684,30.186,72.762,6.512,649,Bitter Melon
30.622,15.654,19.027,30.056,76.812,6.493,649,Bitter Melon
30.699,15.28,19.296,30.345,72.837,6.504,651,Bitter Melon
29.563,15.686,21.652,29.679,73.405,6.492,650,Bitter Melon
30.383,14.817,18.302,29.774,77.316,6.511,651,Bitter Melon
31.47,15.621,20.362,30.255,72.717,6.488,651,Bitter Melon
30.413,15.093,21.582,30.329,76.265,6.496,649,Bitter Melon
30.508,14.057,20.839,30.336,76.343,6.493,650,Bitter Melon
30.46,14.954,20.067,30.453,77.469,6.508,651,Bitter Melon
30.112,14.448,20.706,30.391,74.88,6.507,649,Bitter Melon
30.288,15.115,18.384,30.255,75.023,6.503,651,Bitter Melon
30.141,14.396,19.755,30.03,75.489,6.49,648,Bitter Melon
29.375,15.821,20.41,29.677,74.922,6.5,651,Bitter Melon
31.494,15.519,21.251,29.627,73.289,6.489,648,Bitter Melon
29.96,14.994,20.474,29.874,75.226,6.51,649,Bitter Melon
30.507,14.002,18.148,29.844,75.191,6.5,649,Bitter Melon
28.273,15.311,20.381,29.558,75.069,6.507,649,Bitter Melon
28.017,14.274,21.793,29.972,74.534,6.496,651,Bitter Melon
31.715,14.733,19.838,29.515,74.332,6.511,650,Bitter Melon
31.949,15.896,21.134,30.141,74.633,6.508,649,Bitter Melon
28.515,14.825,18.984,30.084,74.087,6.496,650,Bitter Melon
28.895,15.773,21.618,30.196,72.516,6.495,650,Bitter Melon
29.975,15.785,20.855,29.911,75.162,6.505,648,Bitter Melon
31.419,15.061,18.113,30.341,76.027,6.509,650,Bitter Melon
29.3,15.998,18.835,30.454,75.389,6.503,649,Bitter Melon
29.84,15.654,21.207,29.737,72.569,6.489,650,Bitter Melon
30.573,15.11,20.981,29.56,73.558,6.5,650,Bitter Melon
29.796,14.291,20.294,29.778,73.058,6.502,650,Bitter Melon
29.849,15.421,19.612,29.621,74.372,6.512,651,Bitter Melon
30.531,15.517,21.784,30.017,76.317,6.502,648,Bitter Melon
31.296,14.175,20.123,30.327,74.389,6.503,649,Bitter Melon
28.781,14.325,21.228,30.25,76.599,6.498,649,Bitter Melon
29.179,15.732,21.142,30.292,74.423,6.49,650,Bitter Melon
29.927,15.625,19.249,29.881,75.696,6.494,648,Bitter Melon
29.12,15.425,18.614,29.927,73.854,6.494,649,Bitter Melon
29.81,15.697,21.012,29.823,75.133,6.507,649,Bitter Melon
30.11,14.127,19.131,29.801,72.914,6.511,649,Bitter Melon
30.939,14.889,21.729,30.194,75.147,6.507,651,Bitter Melon
30.527,15.008,20.444,30.268,72.68,6.503,648,Bitter Melon
29.468,14.92,21.747,29.968,75.439,6.506,650,Bitter Melon
28.71,14.704,21.632,29.842,77.181,6.492,648,Bitter Melon
28.272,15.405,20.61,29.783,72.847,6.499,648,Bitter Melon
29.007,14.55,20.38,29.646,76.169,6.495,649,Bitter Melon
30.27,15.664,19.003,29.568,76.095,6.488,651,Bitter Melon
31.957,15.809,21.399,30.14,72.984,6.506,651,Bitter Melon
29.523,15.688,21.103,29.674,72.872,6.5,648,Bitter Melon
28.832,15.876,20.225,30.205,76.435,6.512,648,Bitter Melon
30.876,14.811,18.031,30.487,74.812,6.508,651,Bitter Melon
30.913,15.035,21.65,29.799,75.007,6.489,648,Bitter Melon
31.704,14.773,19.456,29.993,74.014,6.494,651,Bitter Melon
31.797,14.12,21.529,29.979,76.728,6.5,648,Bitter Melon
30.454,14.081,20.528,30.254,75.27,6.504,649,Bitter Melon
29.416,14.019,18.691,29.998,75.341,6.494,651,Bitter Melon
29.189,14.378,18.499,29.626,75.788,6.495,648,Bitter Melon
29.834,15.159,21.876,29.652,74.265,6.489,648,Bitter Melon
29.235,14.72,20.23,29.549,72.74,6.492,648,Bitter Melon
28.482,15.946,19.41,30.221,73.71,6.492,651,Bitter Melon
29.691,14.59,21.686,29.896,73.714,6.503,649,Bitter Melon
31.101,15.858,20.102,29.804,73.654,6.499,648,Bitter Melon
28.061,15.653,19.83,30.416,77.128,6.5,650,Bitter Melon
30.08,14.607,18.677,29.6,72.932,6.509,650,Bitter Melon
31.42,15.672,20.436,30.432,74.351,6.489,648,Bitter Melon
31.48,15.512,19.798,29.999,73.623,6.5,649,Bitter Melon
29.535,14.763,18.561,29.886,72.679,6.496,648,Bitter Melon
30.242,14.055,20.341,29.612,76.085,6.507,648,Bitter Melon
28.702,15.106,19.026,30.244,74.918,6.51,651,Bitter Melon
30.029,15.57,20.976,30.204,73.058,6.512,649,Bitter Melon
29.33,14.123,19.667,29.929,74.258,6.498,650,Bitter Melon
29.73,15.533,21.504,29.891,76.089,6.502,651,Bitter Melon
31.337,14.186,20.382,30.06,76.928,6.5,650,Bitter Melon
26.56,15.047,18.523,29.504,73.332,7.005,698,Winter Melon
25.433,14.059,19.322,29.716,75.064,6.995,700,Winter Melon
25.168,14.893,18.158,29.843,73.597,6.994,701,Winter Melon
26.089,14.212,19.474,30.172,75.969,6.988,701,Winter Melon
26.315,14.199,20.829,29.888,75.728,7.012,701,Winter Melon
26.649,15.599,18.698,29.534,75.263,7.001,698,Winter Melon
26.198,14.738,19.227,30.336,72.999,6.996,699,Winter Melon
26.314,15.958,18.997,30.26,73.786,7.001,699,Winter Melon
23.602,15.754,18.114,29.536,75.748,7.005,701,Winter Melon
26.598,14.772,18.037,29.939,76.874,7.012,701,Winter Melon
25.549,14.312,19.193,30.12,76.605,7.008,700,Winter Melon
26.95,15.759,20.963,30.272,73.589,6.988,698,Winter Melon
24.408,14.32,20.831,30.383,73.097,6.989,701,Winter Melon
26.25,15.547,21.797,29.687,75.894,6.996,700,Winter Melon
24.607,14.415,20.281,30.113,73.029,6.989,698,Winter Melon
23.477,14.163,18.076,29.541,72.628,6.998,699,Winter Melon
25.01,14.577,18.558,30.148,73.542,6.997,699,Winter Melon
23.391,14.611,20.045,30.176,73.191,6.996,698,Winter Melon
26.665,14.24,19.818,30.117,74.837,7.011,698,Winter Melon
25.878,14.915,20.787,30.36,74.364,6.995,699,Winter Melon
26.325,15.769,20.989,30.275,75.964,7.008,698,Winter Melon
26.164,14.747,19.262,29.517,75.996,7.01,699,Winter Melon
24.615,14.466,21.994,29.565,77.215,7.008,701,Winter Melon
26.852,15.737,20.442,29.62,75.895,6.989,700,Winter Melon
25.09,15.638,21.723,29.804,77.114,7.005,698,Winter Melon
24.38,14.508,19.97,30.158,76.733,6.994,699,Winter Melon
26.825,14.275,19.913,30.478,75.863,6.991,698,Winter Melon
26.268,14.927,18.091,30.446,75.189,6.989,698,Winter Melon
25.267,15.154,18.736,29.866,74.462,7.001,698,Winter Melon
26.933,14.062,18.053,30.352,73.646,6.992,700,Winter Melon
24.648,15.01,18.481,30.41,77.47,6.992,699,Winter Melon
25.813,15.936,20.742,29.974,77.344,6.991,701,Winter Melon
26.521,14.089,18.394,29.865,76.859,7.005,700,Winter Melon
25.973,14.726,18.052,29.906,75.454,6.996,699,Winter Melon
23.913,14.966,18.213,30.383,76.067,7.008,701,Winter Melon
24.719,14.105,19.189,29.606,73.179,7.007,698,Winter Melon
26.473,14.576,18.377,29.61,72.516,6.99,699,Winter Melon
24.087,14.504,20.608,29.98,72.891,6.994,698,Winter Melon
24.946,14.202,20.539,29.727,77.436,7.01,698,Winter Melon
26.687,14.59,20.937,29.835,76.4,6.998,700,Winter Melon
25.309,15.018,20.518,29.823,77.387,6.989,698,Winter Melon
25.02,15.218,19.967,29.938,77.34,7.008,698,Winter Melon
23.679,15.895,19.583,30.456,75.119,7.008,699,Winter Melon
24.741,15.996,20.281,30.412,74.741,6.992,699,Winter Melon
23.991,14.888,21.011,29.566,73.865,6.993,698,Winter Melon
24.168,15.944,18.691,30.134,76.127,7.007,699,Winter Melon
24.608,15.514,21.52,30.021,73.111,7.0,698,Winter Melon
25.393,15.968,19.217,29.863,75.618,7.0,698,Winter Melon
23.365,14.069,19.494,29.852,76.529,7.007,700,Winter Melon
23.807,14.508,20.521,30.169,75.323,6.997,698,Winter Melon
24.271,15.454,19.578,30.023,76.338,7.003,701,Winter Melon
26.274,14.44,18.905,29.65,73.968,6.998,701,Winter Melon
26.999,15.476,20.005,29.879,72.736,6.999,699,Winter Melon
23.649,14.992,21.599,29.867,77.393,7.009,699,Winter Melon
24.601,15.664,20.931,29.825,75.259,6.998,698,Winter Melon
25.978,14.043,21.714,29.854,75.203,7.012,699,Winter Melon
25.338,14.31,19.308,30.413,73.953,6.999,700,Winter Melon
25.6,14.3,19.43,30.306,75.534,7.006,701,Winter Melon
23.594,14.653,19.028,29.807,76.182,6.996,699,Winter Melon
24.712,14.477,19.054,30.405,76.199,7.011,701,Winter Melon
26.007,14.137,18.086,29.541,74.02,7.011,698,Winter Melon
26.019,15.545,21.903,29.604,77.15,7.005,701,Winter Melon
23.451,14.877,21.816,30.45,72.953,7.007,699,Winter Melon
25.021,14.046,20.723,30.342,76.325,6.999,698,Winter Melon
25.429,14.721,21.446,30.347,76.522,7.0,701,Winter Melon
24.639,15.876,21.048,30.293,76.04,7.007,699,Winter Melon
23.461,14.503,20.545,29.749,74.039,7.001,698,Winter Melon
24.331,15.625,20.145,30.138,74.051,7.009,700,Winter Melon
24.913,15.441,19.744,30.13,76.176,7.009,701,Winter Melon
25.637,15.033,20.912,30.18,74.502,7.012,698,Winter Melon
25.094,14.69,19.502,30.29,73.037,7.012,700,Winter Melon
26.274,14.098,19.221,30.114,73.295,7.002,701,Winter Melon
24.963,14.243,19.874,29.889,73.716,6.994,699,Winter Melon
25.302,15.054,21.748,30.088,75.725,6.993,701,Winter Melon
25.016,14.285,19.407,30.186,73.374,6.997,700,Winter Melon
25.526,15.323,21.702,30.116,76.428,6.999,700,Winter Melon
24.628,14.952,18.8,30.357,74.222,7.009,699,Winter Melon
26.511,15.304,21.906,29.725,74.911,6.993,701,Winter Melon
24.952,15.023,21.126,29.783,72.558,7.006,699,Winter Melon
24.635,15.66,21.497,29.682,73.248,7.0,698,Winter Melon
25.996,14.961,21.471,30.31,76.163,6.995,701,Winter Melon
23.938,14.845,19.364,29.868,74.651,6.994,700,Winter Melon
25.989,14.414,19.861,30.035,76.085,7.009,699,Winter Melon
23.262,14.025,21.504,29.913,77.134,6.991,701,Winter Melon
24.94,15.935,18.969,29.885,77.347,6.989,700,Winter Melon
26.016,15.6,18.182,29.669,73.73,6.993,701,Winter Melon
23.131,15.511,20.784,29.577,76.922,7.012,699,Winter Melon
25.578,14.966,19.262,30.346,74.266,6.993,700,Winter Melon
24.777,15.436,19.654,29.883,73.712,6.991,698,Winter Melon
25.185,15.167,18.375,30.175,73.851,6.991,698,Winter Melon
23.03,14.908,18.426,29.671,73.416,6.995,700,Winter Melon
25.314,14.733,21.016,29.704,73.861,6.99,701,Winter Melon
23.017,14.299,20.362,30.174,73.257,6.988,701,Winter Melon
23.141,14.175,19.148,30.112,74.145,6.992,699,Winter Melon
26.965,15.471,18.775,30.214,74.106,7.012,699,Winter Melon
23.927,14.28,20.599,29.73,73.316,7.006,699,Winter Melon
26.482,14.986,21.254,29.566,76.275,7.005,700,Winter Melon
23.538,14.669,21.499,29.708,74.659,7.001,698,Winter Melon
25.579,14.523,21.514,29.843,72.729,6.988,699,Winter Melon
25.661,14.007,21.594,29.514,75.232,7.004,698,Winter Melon
20.189,9.148,13.82,24.893,72.463,6.491,701,Jerusalem Artichoke
19.075,10.656,14.946,24.959,67.564,6.51,700,Jerusalem Artichoke
19.279,10.169,13.502,25.396,68.121,6.495,700,Jerusalem Artichoke
21.152,9.905,16.818,24.838,69.833,6.494,700,Jerusalem Artichoke
18.274,9.581,14.769,24.506,68.021,6.499,701,Jerusalem Artichoke
21.996,10.338,13.076,24.707,71.461,6.495,699,Jerusalem Artichoke
21.718,9.604,16.192,24.983,70.85,6.508,701,Jerusalem Artichoke
18.255,10.315,14.335,25.263,68.969,6.498,700,Jerusalem Artichoke
20.467,10.977,14.108,24.523,68.626,6.492,701,Jerusalem Artichoke
19.02,10.843,16.702,25.239,71.818,6.49,699,Jerusalem Artichoke
21.802,10.283,15.628,25.49,68.72,6.495,699,Jerusalem Artichoke
20.106,9.652,14.202,25.255,67.538,6.508,699,Jerusalem Artichoke
20.821,9.033,16.846,25.121,69.457,6.495,701,Jerusalem Artichoke
21.517,10.397,13.887,24.991,71.876,6.5,699,Jerusalem Artichoke
19.784,9.384,16.856,24.84,68.954,6.512,699,Jerusalem Artichoke
21.553,9.949,13.085,25.096,71.906,6.488,701,Jerusalem Artichoke
19.213,9.232,13.559,25.251,69.482,6.489,701,Jerusalem Artichoke
21.957,10.783,14.691,24.685,72.085,6.511,700,Jerusalem Artichoke
20.467,10.073,16.011,24.65,68.088,6.509,698,Jerusalem Artichoke
20.121,9.173,15.698,25.072,67.863,6.512,700,Jerusalem Artichoke
19.708,9.016,16.255,25.034,69.551,6.507,700,Jerusalem Artichoke
18.346,9.54,16.88,24.913,67.705,6.511,700,Jerusalem Artichoke
19.24,9.307,14.304,25.249,67.926,6.497,699,Jerusalem Artichoke
20.772,9.676,16.079,24.998,67.872,6.5,701,Jerusalem Artichoke
19.967,10.22,14.002,25.047,70.406,6.498,699,Jerusalem Artichoke
20.745,9.671,14.672,24.91,67.994,6.502,701,Jerusalem Artichoke
20.231,10.662,14.049,25.127,71.269,6.511,700,Jerusalem Artichoke
19.491,10.858,15.949,24.56,69.88,6.508,700,Jerusalem Artichoke
19.25,10.015,16.742,24.732,68.671,6.5,701,Jerusalem Artichoke
20.327,9.433,16.943,25.3,71.446,6.509,699,Jerusalem Artichoke
20.793,10.941,14.544,24.955,69.54,6.49,701,Jerusalem Artichoke
20.141,9.944,15.229,24.95,70.565,6.511,701,Jerusalem Artichoke
18.547,10.268,13.491,24.58,71.358,6.511,700,Jerusalem Artichoke
20.821,10.573,14.303,24.909,72.481,6.511,701,Jerusalem Artichoke
21.439,10.482,16.596,24.533,70.963,6.488,699,Jerusalem Artichoke
19.882,10.703,13.076,25.168,70.042,6.498,700,Jerusalem Artichoke
21.841,10.08,15.015,25.034,67.774,6.489,699,Jerusalem Artichoke
19.111,9.367,15.158,24.715,71.91,6.489,699,Jerusalem Artichoke
18.498,10.519,15.751,24.988,72.054,6.511,701,Jerusalem Artichoke
19.728,9.739,15.913,24.753,72.29,6.488,700,Jerusalem Artichoke
21.486,9.827,16.595,25.085,68.365,6.511,701,Jerusalem Artichoke
20.565,9.292,13.775,25.269,72.048,6.512,700,Jerusalem Artichoke
21.871,10.205,16.134,25.485,71.581,6.502,698,Jerusalem Artichoke
20.312,10.89,14.783,25.191,72.28,6.491,699,Jerusalem Artichoke
19.525,10.036,13.436,25.035,70.823,6.498,701,Jerusalem Artichoke
20.186,10.75,16.729,25.046,72.373,6.511,700,Jerusalem Artichoke
18.117,10.588,15.013,25.304,70.846,6.5,699,Jerusalem Artichoke
20.252,9.534,13.999,25.299,69.524,6.497,701,Jerusalem Artichoke
18.9,10.937,14.05,25.463,72.407,6.509,699,Jerusalem Artichoke
18.719,10.36,16.194,25.191,69.989,6.491,700,Jerusalem Artichoke
20.051,10.113,14.439,25.03,68.171,6.489,700,Jerusalem Artichoke
18.672,9.113,14.866,24.95,69.846,6.489,701,Jerusalem Artichoke
20.462,9.232,13.208,24.647,70.427,6.502,698,Jerusalem Artichoke
20.765,10.717,15.728,24.59,70.106,6.5,700,Jerusalem Artichoke
19.654,9.718,13.381,24.609,70.366,6.49,700,Jerusalem Artichoke
18.328,9.913,13.502,24.798,69.786,6.5,699,Jerusalem Artichoke
20.106,10.477,14.461,24.895,68.261,6.499,701,Jerusalem Artichoke
20.334,10.829,14.145,25.316,68.997,6.512,698,Jerusalem Artichoke
21.199,10.533,14.298,24.975,70.513,6.504,699,Jerusalem Artichoke
21.838,10.321,13.958,24.913,68.919,6.494,701,Jerusalem Artichoke
20.592,10.539,16.947,24.808,71.87,6.489,698,Jerusalem Artichoke
20.876,10.18,13.499,25.022,69.526,6.493,701,Jerusalem Artichoke
18.318,9.684,14.016,24.662,70.407,6.489,699,Jerusalem Artichoke
18.1,10.975,15.419,24.529,71.07,6.492,701,Jerusalem Artichoke
21.604,9.056,14.937,24.531,71.321,6.495,699,Jerusalem Artichoke
20.558,9.584,16.94,25.013,67.53,6.495,698,Jerusalem Artichoke
21.654,9.579,14.05,24.929,68.96,6.494,699,Jerusalem Artichoke
19.715,9.723,14.037,24.997,67.938,6.504,699,Jerusalem Artichoke
19.393,10.206,13.955,24.502,71.658,6.507,698,Jerusalem Artichoke
19.404,10.417,14.584,25.4,68.945,6.493,701,Jerusalem Artichoke
18.259,9.647,15.396,25.296,72.281,6.501,701,Jerusalem Artichoke
19.803,9.506,15.594,25.366,68.978,6.509,701,Jerusalem Artichoke
19.621,10.066,14.349,25.469,70.853,6.505,700,Jerusalem Artichoke
20.238,9.926,13.816,25.289,68.41,6.491,699,Jerusalem Artichoke
19.526,10.401,13.204,25.108,68.673,6.511,699,Jerusalem Artichoke
20.432,10.875,16.039,25.302,70.008,6.497,699,Jerusalem Artichoke
21.949,10.862,14.283,24.934,69.922,6.51,701,Jerusalem Artichoke
18.805,10.98,15.8,25.197,69.349,6.506,701,Jerusalem Artichoke
19.374,9.765,13.893,24.978,72.038,6.505,699,Jerusalem Artichoke
20.768,10.028,14.878,24.939,72.462,6.505,698,Jerusalem Artichoke
19.056,9.278,16.204,25.46,71.215,6.512,699,Jerusalem Artichoke
20.08,10.246,16.271,24.749,69.807,6.499,699,Jerusalem Artichoke
19.933,9.709,14.959,24.677,71.765,6.496,701,Jerusalem Artichoke
21.817,10.146,16.132,25.043,69.984,6.495,699,Jerusalem Artichoke
18.257,10.99,16.688,25.073,70.962,6.498,699,Jerusalem Artichoke
20.425,9.848,13.633,24.878,70.281,6.511,699,Jerusalem Artichoke
19.197,10.911,13.07,25.09,68.775,6.501,698,Jerusalem Artichoke
21.303,10.591,14.62,24.607,72.224,6.491,701,Jerusalem Artichoke
19.525,9.386,16.041,25.312,69.134,6.497,701,Jerusalem Artichoke
20.492,9.124,13.707,24.915,68.147,6.504,700,Jerusalem Artichoke
